"model","data_gen","dataset_num","leg_deg","llik_stationary","aic_stationary","bic_stationary"
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",24,2,141.148409103989,-278.296818207979,-273.086477836003
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",25,2,140.181768294301,-276.363536588601,-271.153196216625
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",26,2,140.076582828717,-276.153165657434,-270.942825285458
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",27,2,138.37549663847,-272.750993276939,-267.540652904963
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",28,2,141.239007240608,-278.478014481216,-273.26767410924
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",29,2,136.319165151293,-268.638330302586,-263.42798993061
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",30,2,141.275304477446,-278.550608954893,-273.340268582916
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",31,2,139.746156580062,-275.492313160124,-270.281972788148
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",32,2,140.284717926541,-276.569435853082,-271.359095481106
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",33,2,139.440840519227,-274.881681038454,-269.671340666478
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",34,2,140.603893147079,-277.207786294158,-271.997445922182
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",35,2,138.468863775877,-272.937727551753,-267.727387179777
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",36,2,137.651983866224,-271.303967732448,-266.093627360472
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",37,2,138.922198746544,-273.844397493088,-268.634057121112
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",38,2,138.981317582212,-273.962635164424,-268.752294792447
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",39,2,138.595323179159,-273.190646358318,-267.980305986342
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",40,2,139.249295608416,-274.498591216831,-269.288250844855
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",41,2,140.122433015932,-276.244866031864,-271.034525659888
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",42,2,139.79125837248,-275.582516744961,-270.372176372985
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",43,2,140.107632939167,-276.215265878334,-271.004925506358
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",44,2,140.234226103389,-276.468452206777,-271.258111834801
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",45,2,138.501756118684,-273.003512237368,-267.793171865392
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",46,2,140.596313499595,-277.192626999189,-271.982286627213
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",47,2,136.358399459379,-268.716798918758,-263.506458546782
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",48,2,138.79862879137,-273.597257582739,-268.386917210763
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",49,2,136.663199093721,-269.326398187442,-264.116057815465
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",50,2,141.302495540782,-278.604991081564,-273.394650709588
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",51,2,139.88813078922,-275.77626157844,-270.565921206464
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",52,2,140.630725192664,-277.261450385329,-272.051110013352
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",53,2,133.97456579079,-263.949131581579,-258.738791209603
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",54,2,141.024138312751,-278.048276625502,-272.837936253526
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",55,2,134.276061792129,-264.552123584258,-259.341783212282
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",56,2,137.151290081969,-270.302580163937,-265.092239791961
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",57,2,141.197686667056,-278.395373334112,-273.185032962136
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",58,2,139.924729154647,-275.849458309293,-270.639117937317
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",59,2,140.959303054173,-277.918606108346,-272.70826573637
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",60,2,136.520294279481,-269.040588558962,-263.830248186985
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",61,2,141.045235859873,-278.090471719746,-272.88013134777
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",62,2,137.846828523703,-271.693657047406,-266.483316675429
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",63,2,139.887000291626,-275.774000583253,-270.563660211276
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",64,2,140.554508406778,-277.109016813555,-271.898676441579
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",65,2,139.399597070925,-274.799194141849,-269.588853769873
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",66,2,138.958451183679,-273.916902367358,-268.706561995382
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",67,2,140.461758966517,-276.923517933034,-271.713177561058
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",68,2,140.685314449806,-277.370628899613,-272.160288527636
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",69,2,140.650364681556,-277.300729363112,-272.090388991136
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",70,2,139.963430769176,-275.926861538352,-270.716521166375
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",71,2,140.122743912343,-276.245487824685,-271.035147452709
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",72,2,140.864624402887,-277.729248805773,-272.518908433797
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",73,2,141.283179123383,-278.566358246766,-273.35601787479
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",74,2,140.087050646824,-276.174101293649,-270.963760921673
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",75,2,141.180303808545,-278.36060761709,-273.150267245114
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",76,2,140.561422901583,-277.122845803165,-271.912505431189
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",77,2,140.637013901393,-277.274027802787,-272.063687430811
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",78,2,140.169654649504,-276.339309299008,-271.128968927032
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",79,2,138.327881421757,-272.655762843515,-267.445422471539
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",80,2,140.979091932612,-277.958183865225,-272.747843493249
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",81,2,136.721277120225,-269.442554240451,-264.232213868475
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",82,2,141.132097996279,-278.264195992558,-273.053855620582
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",83,2,139.581322618156,-275.162645236312,-269.952304864335
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",84,2,137.958462786172,-271.916925572344,-266.706585200368
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",85,2,140.350883296054,-276.701766592109,-271.491426220133
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",86,2,140.438148975344,-276.876297950687,-271.665957578711
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",87,2,139.316903214435,-274.633806428869,-269.423466056893
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",88,2,138.785440739084,-273.570881478168,-268.360541106192
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",89,2,139.612346429588,-275.224692859176,-270.0143524872
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",90,2,139.854841273667,-275.709682547333,-270.499342175357
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",91,2,140.883617309235,-277.76723461847,-272.556894246494
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",92,2,140.443792204373,-276.887584408746,-271.67724403677
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",93,2,139.40195989486,-274.80391978972,-269.593579417744
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",94,2,138.442444066786,-272.884888133572,-267.674547761595
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",95,2,138.363026377886,-272.726052755773,-267.515712383796
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",96,2,137.823079084339,-271.646158168679,-266.435817796703
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",97,2,140.888029523444,-277.776059046888,-272.565718674912
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",98,2,140.844717662101,-277.689435324202,-272.479094952226
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",99,2,139.53140028481,-275.062800569621,-269.852460197644
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",100,2,137.400375120636,-270.800750241273,-265.590409869297
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",1,3,132.114577739827,-258.229155479654,-250.41364492169
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",2,3,132.905920861478,-259.811841722956,-251.996331164991
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",3,3,130.166041437891,-254.332082875781,-246.516572317817
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",4,3,134.975198541227,-263.950397082454,-256.13488652449
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",5,3,134.334498763104,-262.668997526209,-254.853486968244
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",6,3,135.317060547538,-264.634121095077,-256.818610537112
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",7,3,134.656492893831,-263.312985787661,-255.497475229697
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",8,3,134.137879411049,-262.275758822098,-254.460248264134
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",9,3,132.561904791208,-259.123809582415,-251.308299024451
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",10,3,135.050751006001,-264.101502012002,-256.285991454038
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",11,3,134.529933808036,-263.059867616073,-255.244357058108
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",12,3,135.026486134684,-264.052972269367,-256.237461711403
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",13,3,130.610671298915,-255.221342597829,-247.405832039865
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",14,3,135.394048587392,-264.788097174785,-256.972586616821
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",15,3,135.263394030272,-264.526788060543,-256.711277502579
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",16,3,134.903106882555,-263.806213765111,-255.990703207147
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",17,3,131.104159295729,-256.208318591459,-248.392808033494
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",18,3,134.531300808409,-263.062601616818,-255.247091058854
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",19,3,135.188068915348,-264.376137830697,-256.560627272733
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",20,3,133.630511648151,-261.261023296303,-253.445512738339
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",21,3,134.170118391476,-262.340236782952,-254.524726224988
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",22,3,134.189470320761,-262.378940641522,-254.563430083558
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",23,3,133.798675887466,-261.597351774933,-253.781841216969
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",24,3,135.384530124019,-264.769060248039,-256.953549690074
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",25,3,134.807030157807,-263.614060315614,-255.79854975765
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",26,3,134.768102843388,-263.536205686776,-255.720695128811
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",27,3,132.761008267526,-259.522016535052,-251.706505977088
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",28,3,135.481323938145,-264.96264787629,-257.147137318326
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",29,3,131.362867466914,-256.725734933828,-248.910224375864
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",30,3,135.491878504888,-264.983757009777,-257.168246451812
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",31,3,134.383969330994,-262.767938661988,-254.952428104023
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",32,3,134.541335637229,-263.082671274457,-255.267160716493
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",33,3,133.677734209104,-261.355468418208,-253.539957860244
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",34,3,134.939686852625,-263.879373705249,-256.063863147285
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",35,3,133.610948113597,-261.221896227194,-253.40638566923
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",36,3,132.30043104294,-258.600862085881,-250.785351527916
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",37,3,133.653390877937,-261.306781755875,-253.49127119791
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",38,3,133.739086577005,-261.478173154009,-253.662662596045
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",39,3,133.348345124315,-260.696690248629,-252.881179690665
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",40,3,133.824301903435,-261.64860380687,-253.833093248905
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",41,3,134.604199773457,-263.208399546915,-255.392888988951
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",42,3,134.024044382288,-262.048088764576,-254.232578206612
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",43,3,134.433580956471,-262.867161912943,-255.051651354978
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",44,3,134.44889471438,-262.897789428759,-255.082278870795
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",45,3,133.446507646211,-260.893015292422,-253.077504734458
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",46,3,134.855448120653,-263.710896241306,-255.895385683342
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",47,3,130.973788922232,-255.947577844464,-248.1320672865
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",48,3,133.026683627619,-260.053367255238,-252.237856697273
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",49,3,132.419910095185,-258.83982019037,-251.024309632406
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",50,3,135.52124738353,-265.04249476706,-257.226984209095
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",51,3,134.637288382767,-263.274576765535,-255.45906620757
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",52,3,135.056318078043,-264.112636156087,-256.297125598123
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",53,3,129.955169772806,-253.910339545611,-246.094828987647
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",54,3,135.353910136191,-264.707820272382,-256.892309714418
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",55,3,130.829835140545,-255.65967028109,-247.844159723125
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",56,3,132.729775773567,-259.459551547135,-251.644040989171
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",57,3,135.450352962092,-264.900705924184,-257.08519536622
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",58,3,134.5652002539,-263.130400507801,-255.314889949837
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",59,3,135.174965720615,-264.34993144123,-256.534420883266
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",60,3,130.735330077337,-255.470660154673,-247.655149596709
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",61,3,135.264652073629,-264.529304147257,-256.713793589293
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",62,3,133.285652076342,-260.571304152683,-252.755793594719
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",63,3,134.488969800254,-262.977939600509,-255.162429042545
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",64,3,134.878183527414,-263.756367054828,-255.940856496864
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",65,3,133.753846605811,-261.507693211623,-253.692182653658
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",66,3,133.185096178616,-260.370192357232,-252.554681799268
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",67,3,134.678494931109,-263.356989862218,-255.541479304254
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",68,3,135.054129766967,-264.108259533935,-256.29274897597
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",69,3,134.869261774142,-263.738523548285,-255.923012990321
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",70,3,134.272252960579,-262.544505921159,-254.728995363194
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",71,3,134.707864115552,-263.415728231104,-255.60021767314
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",72,3,135.119919574957,-264.239839149914,-256.42432859195
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",73,3,135.499747389806,-264.999494779612,-257.183984221648
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",74,3,134.647830818459,-263.295661636918,-255.480151078954
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",75,3,135.398965377334,-264.797930754667,-256.982420196703
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",76,3,134.871160205853,-263.742320411706,-255.926809853742
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",77,3,134.973487429724,-263.946974859448,-256.131464301484
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",78,3,134.773949405875,-263.54789881175,-255.732388253786
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",79,3,133.062413247618,-260.124826495235,-252.309315937271
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",80,3,135.240685265243,-264.481370530486,-256.665859972521
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",81,3,131.447204558338,-256.894409116677,-249.078898558712
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",82,3,135.348263885381,-264.696527770763,-256.881017212799
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",83,3,133.973644495655,-261.947288991309,-254.131778433345
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",84,3,132.294959113153,-258.589918226307,-250.774407668343
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",85,3,134.616409887946,-263.232819775892,-255.417309217927
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",86,3,134.824791347712,-263.649582695423,-255.834072137459
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",87,3,134.169282724041,-262.338565448082,-254.523054890117
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",88,3,133.348246277757,-260.696492555514,-252.880981997549
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",89,3,134.366864474574,-262.733728949148,-254.918218391184
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",90,3,134.084533101047,-262.169066202095,-254.353555644131
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",91,3,135.261146316745,-264.52229263349,-256.706782075525
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",92,3,134.980693404931,-263.961386809863,-256.145876251898
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",93,3,133.951039710851,-261.902079421701,-254.086568863737
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",94,3,133.188942993808,-260.377885987615,-252.562375429651
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",95,3,132.803368490942,-259.606736981884,-251.791226423919
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",96,3,132.18730621278,-258.374612425559,-250.559101867595
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",97,3,135.159714406782,-264.319428813563,-256.503918255599
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",98,3,135.195210634374,-264.390421268747,-256.574910710783
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",99,3,133.835696005602,-261.671392011205,-253.85588145324
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",100,3,131.993747993451,-257.987495986902,-250.171985428938
"model_Yrbf5-10_tr100_legd4.RData","Yrbf5-10",1,4,132.060026940547,-256.120053881094,-245.699373137141
"model_Yrbf5-10_tr100_legd4.RData","Yrbf5-10",2,4,132.839032572211,-257.678065144422,-247.257384400469
"model_Yrbf5-10_tr100_legd4.RData","Yrbf5-10",3,4,130.108545001168,-252.217090002336,-241.796409258383
"model_Yrbf5-10_tr100_legd4.RData","Yrbf5-10",4,4,134.91042788475,-261.8208557695,-251.400175025548
"model_Yrbf5-10_tr100_legd4.RData","Yrbf5-10",5,4,134.269557514602,-260.539115029205,-250.118434285252
"model_Yrbf5-10_tr100_legd4.RData","Yrbf5-10",6,4,135.249886845492,-262.499773690983,-252.079092947031
"model_Yrbf5-10_tr100_legd4.RData","Yrbf5-10",7,4,134.589239824546,-261.178479649093,-250.75779890514
"model_Yrbf5-10_tr100_legd4.RData","Yrbf5-10",8,4,134.071455664399,-260.142911328798,-249.722230584845
"model_Yrbf5-10_tr100_legd4.RData","Yrbf5-10",9,4,132.497398908863,-256.994797817725,-246.574117073773
"model_Yrbf5-10_tr100_legd4.RData","Yrbf5-10",10,4,134.985906818817,-261.971813637635,-251.551132893682
"model_Yrbf5-10_tr100_legd4.RData","Yrbf5-10",11,4,134.462721362977,-260.925442725953,-250.504761982001
"model_Yrbf5-10_tr100_legd4.RData","Yrbf5-10",12,4,134.960617698727,-261.921235397455,-251.500554653502
"model_Yrbf5-10_tr100_legd4.RData","Yrbf5-10",13,4,130.543799402013,-253.087598804026,-242.666918060073
"model_Yrbf5-10_tr100_legd4.RData","Yrbf5-10",14,4,135.326938489263,-262.653876978525,-252.233196234573
"model_Yrbf5-10_tr100_legd4.RData","Yrbf5-10",15,4,135.196492931098,-262.392985862197,-251.972305118244
"model_Yrbf5-10_tr100_legd4.RData","Yrbf5-10",16,4,134.835962472409,-261.671924944818,-251.251244200866
"model_Yrbf5-10_tr100_legd4.RData","Yrbf5-10",17,4,131.044615050024,-254.089230100047,-243.668549356095
"model_Yrbf5-10_tr100_legd4.RData","Yrbf5-10",18,4,134.466640411938,-260.933280823875,-250.512600079923
"model_Yrbf5-10_tr100_legd4.RData","Yrbf5-10",19,4,135.122398784428,-262.244797568856,-251.824116824903
"model_Yrbf5-10_tr100_legd4.RData","Yrbf5-10",20,4,133.571855465838,-259.143710931675,-248.723030187723
"model_Yrbf5-10_tr100_legd4.RData","Yrbf5-10",21,4,134.102965162576,-260.205930325152,-249.7852495812
"model_Yrbf5-10_tr100_legd4.RData","Yrbf5-10",22,4,134.126299494228,-260.252598988456,-249.831918244503
"model_Yrbf5-10_tr100_legd4.RData","Yrbf5-10",23,4,133.738668329796,-259.477336659592,-249.056655915639
"model_Yrbf5-10_tr100_legd4.RData","Yrbf5-10",24,4,135.317497904269,-262.634995808537,-252.214315064585
"model_Yrbf5-10_tr100_legd4.RData","Yrbf5-10",25,4,134.742863242156,-261.485726484312,-251.065045740359
"model_Yrbf5-10_tr100_legd4.RData","Yrbf5-10",26,4,134.704422422196,-261.408844844393,-250.98816410044
"model_Yrbf5-10_tr100_legd4.RData","Yrbf5-10",27,4,132.695093584788,-257.390187169576,-246.969506425624
"model_Yrbf5-10_tr100_legd4.RData","Yrbf5-10",28,4,135.414350772926,-262.828701545852,-252.408020801899
"model_Yrbf5-10_tr100_legd4.RData","Yrbf5-10",29,4,131.301764628617,-254.603529257234,-244.182848513281
"model_Yrbf5-10_tr100_legd4.RData","Yrbf5-10",30,4,135.424694456819,-262.849388913639,-252.428708169686
"model_Yrbf5-10_tr100_legd4.RData","Yrbf5-10",31,4,134.319876046097,-260.639752092194,-250.219071348241
"model_Yrbf5-10_tr100_legd4.RData","Yrbf5-10",32,4,134.474434328229,-260.948868656459,-250.528187912506
"model_Yrbf5-10_tr100_legd4.RData","Yrbf5-10",33,4,133.61073276334,-259.221465526679,-248.800784782727
"model_Yrbf5-10_tr100_legd4.RData","Yrbf5-10",34,4,134.873381722835,-261.74676344567,-251.326082701718
"model_Yrbf5-10_tr100_legd4.RData","Yrbf5-10",35,4,133.550594062742,-259.101188125485,-248.680507381532
"model_Yrbf5-10_tr100_legd4.RData","Yrbf5-10",36,4,132.23641025224,-256.47282050448,-246.052139760527
"model_Yrbf5-10_tr100_legd4.RData","Yrbf5-10",37,4,133.589969772029,-259.179939544057,-248.759258800105
"model_Yrbf5-10_tr100_legd4.RData","Yrbf5-10",38,4,133.67592145116,-259.35184290232,-248.931162158367
"model_Yrbf5-10_tr100_legd4.RData","Yrbf5-10",39,4,133.285151782317,-258.570303564634,-248.149622820681
"model_Yrbf5-10_tr100_legd4.RData","Yrbf5-10",40,4,133.759766581062,-259.519533162124,-249.098852418171
"model_Yrbf5-10_tr100_legd4.RData","Yrbf5-10",41,4,134.538953422951,-261.077906845902,-250.65722610195
"model_Yrbf5-10_tr100_legd4.RData","Yrbf5-10",42,4,133.957001436387,-259.914002872774,-249.493322128822
"model_Yrbf5-10_tr100_legd4.RData","Yrbf5-10",43,4,134.367176333715,-260.73435266743,-250.313671923478
"model_Yrbf5-10_tr100_legd4.RData","Yrbf5-10",44,4,134.381680564944,-260.763361129887,-250.342680385935
"model_Yrbf5-10_tr100_legd4.RData","Yrbf5-10",45,4,133.384679734378,-258.769359468755,-248.348678724803
"model_Yrbf5-10_tr100_legd4.RData","Yrbf5-10",46,4,134.788623669463,-261.577247338927,-251.156566594974
"model_Yrbf5-10_tr100_legd4.RData","Yrbf5-10",47,4,130.909516364378,-253.819032728756,-243.398351984804
"model_Yrbf5-10_tr100_legd4.RData","Yrbf5-10",48,4,132.959568721696,-257.919137443392,-247.498456699439
"model_Yrbf5-10_tr100_legd4.RData","Yrbf5-10",49,4,132.364077618588,-256.728155237175,-246.307474493223
"model_Yrbf5-10_tr100_legd4.RData","Yrbf5-10",50,4,135.454086938275,-262.908173876549,-252.487493132597
"model_Yrbf5-10_tr100_legd4.RData","Yrbf5-10",51,4,134.574029104938,-261.148058209876,-250.727377465924
"model_Yrbf5-10_tr100_legd4.RData","Yrbf5-10",52,4,134.990679289016,-261.981358578033,-251.560677834081
"model_Yrbf5-10_tr100_legd4.RData","Yrbf5-10",53,4,129.900967954181,-251.801935908361,-241.381255164409
"model_Yrbf5-10_tr100_legd4.RData","Yrbf5-10",54,4,135.287567058084,-262.575134116167,-252.154453372215
"model_Yrbf5-10_tr100_legd4.RData","Yrbf5-10",55,4,130.779884548366,-253.559769096732,-243.13908835278
"model_Yrbf5-10_tr100_legd4.RData","Yrbf5-10",56,4,132.672626824493,-257.345253648985,-246.924572905033
"model_Yrbf5-10_tr100_legd4.RData","Yrbf5-10",57,4,135.383438775637,-262.766877551275,-252.346196807322
"model_Yrbf5-10_tr100_legd4.RData","Yrbf5-10",58,4,134.501149817045,-261.00229963409,-250.581618890138
"model_Yrbf5-10_tr100_legd4.RData","Yrbf5-10",59,4,135.107778372119,-262.215556744238,-251.794876000286
